DateTimeHOBO_UTC,Temp_Inc,Light_Inc,,
2/6/2020 5:58,8.15,0, , 
2/6/2020 6:03,8.15,0, , 
2/6/2020 6:08,8.15,0, , 
2/6/2020 6:13,8.15,0, , 
2/6/2020 6:18,8.11,0, , 
2/6/2020 6:23,8.11,0, , 
2/6/2020 6:28,8.11,0, , 
2/6/2020 6:33,8.02,0, , 
2/6/2020 6:38,8.06,0, , 
2/6/2020 6:43,8.02,0, , 
2/6/2020 6:48,8.02,0, , 
2/6/2020 6:53,7.93,0, , 
2/6/2020 6:58,7.93,0, , 
2/6/2020 7:03,7.89,0, , 
2/6/2020 7:08,7.89,0, , 
2/6/2020 7:13,7.85,0, , 
2/6/2020 7:18,7.85,0, , 
2/6/2020 7:23,7.85,0, , 
2/6/2020 7:28,7.85,0, , 
2/6/2020 7:33,7.85,0, , 
2/6/2020 7:38,7.76,0, , 
2/6/2020 7:43,7.81,0, , 
2/6/2020 7:48,7.76,0, , 
2/6/2020 7:53,7.72,0, , 
2/6/2020 7:58,7.76,0, , 
2/6/2020 8:03,7.76,0, , 
2/6/2020 8:08,7.76,0, , 
2/6/2020 8:13,7.76,0, , 
2/6/2020 8:18,7.81,0, , 
2/6/2020 8:23,7.85,0, , 
2/6/2020 8:28,7.76,0, , 
2/6/2020 8:33,7.72,0, , 
2/6/2020 8:38,7.5,0, , 
2/6/2020 8:43,7.25,0, , 
2/6/2020 8:48,7.16,0, , 
2/6/2020 8:53,6.99,0, , 
2/6/2020 8:58,6.86,0, , 
2/6/2020 9:03,6.82,0, , 
2/6/2020 9:08,6.82,0, , 
2/6/2020 9:13,6.78,0, , 
2/6/2020 9:18,6.65,0, , 
2/6/2020 9:23,6.52,0, , 
2/6/2020 9:28,6.43,0, , 
2/6/2020 9:33,6.39,0, , 
2/6/2020 9:38,6.26,0, , 
2/6/2020 9:43,6.22,0, , 
2/6/2020 9:48,6.22,0, , 
2/6/2020 9:53,6.22,0, , 
2/6/2020 9:58,6.22,0, , 
2/6/2020 10:03,6.26,0, , 
2/6/2020 10:08,6.17,0, , 
2/6/2020 10:13,6.17,0, , 
2/6/2020 10:18,6.17,0, , 
2/6/2020 10:23,6.09,0, , 
2/6/2020 10:28,6.13,0, , 
2/6/2020 10:33,6.13,0, , 
2/6/2020 10:38,6.13,2, , 
2/6/2020 10:43,6.09,2, , 
2/6/2020 10:48,6.09,2, , 
2/6/2020 10:53,6.05,2, , 
2/6/2020 10:58,6.09,2, , 
2/6/2020 11:03,6.13,2, , 
2/6/2020 11:08,6.13,2, , 
2/6/2020 11:13,6.09,2, , 
2/6/2020 11:18,6.09,1, , 
2/6/2020 11:23,6.09,2, , 
2/6/2020 11:28,6.09,2, , 
2/6/2020 11:33,6.13,3, , 
2/6/2020 11:38,6.09,12, , 
2/6/2020 11:43,6.09,9, , 
2/6/2020 11:48,6.13,10, , 
2/6/2020 11:53,6.05,19, , 
2/6/2020 11:58,6.09,17, , 
2/6/2020 12:03,6.09,11, , 
2/6/2020 12:08,6.17,29, , 
2/6/2020 12:13,6.13,57, , 
2/6/2020 12:18,6.22,66, , 
2/6/2020 12:23,6.22,347, , 
2/6/2020 12:28,6.26,350, , 
2/6/2020 12:33,6.3,390, , 
2/6/2020 12:38,6.35,536, , 
2/6/2020 12:43,6.43,566, , 
2/6/2020 12:48,6.48,558, , 
2/6/2020 12:53,6.52,709, , 
2/6/2020 12:58,6.52,540, , 
2/6/2020 13:03,6.56,709, , 
2/6/2020 13:08,6.65,961, , 
2/6/2020 13:13,6.73,981, , 
2/6/2020 13:18,6.73,"1,494", , 
2/6/2020 13:23,6.82,"1,700", , 
2/6/2020 13:28,6.86,"1,464", , 
2/6/2020 13:33,6.86,"1,783", , 
2/6/2020 13:38,6.95,"2,406", , 
2/6/2020 13:43,6.95,"1,957", , 
2/6/2020 13:48,7.03,"2,489", , 
2/6/2020 13:53,6.99,"2,402", , 
2/6/2020 13:58,6.99,"2,758", , 
2/6/2020 14:03,7.03,"2,136", , 
2/6/2020 14:08,6.99,"2,252", , 
2/6/2020 14:13,6.99,"1,613", , 
2/6/2020 14:18,6.99,"1,613", , 
2/6/2020 14:23,6.99,"2,402", , 
2/6/2020 14:28,7.08,"2,976", , 
2/6/2020 14:33,6.95,"1,783", , 
2/6/2020 14:38,6.86,"1,761", , 
2/6/2020 14:43,6.86,"2,084", , 
2/6/2020 14:48,6.69,"2,052", , 
2/6/2020 14:53,6.69,"2,868", , 
2/6/2020 14:58,6.6,"2,296", , 
2/6/2020 15:03,6.48,"2,776", , 
2/6/2020 15:08,6.52,"2,493", , 
2/6/2020 15:13,6.48,"2,122", , 
2/6/2020 15:18,6.35,"3,290", , 
2/6/2020 15:23,6.3,"2,530", , 
2/6/2020 15:28,6.26,"1,670", , 
2/6/2020 15:33,6.35,"2,188", , 
2/6/2020 15:38,6.39,"2,129", , 
2/6/2020 15:43,6.43,"3,098", , 
2/6/2020 15:48,6.35,"2,953", , 
2/6/2020 15:53,6.39,"3,667", , 
2/6/2020 15:58,6.48,"5,105", , 
2/6/2020 16:03,6.6,"7,887", , 
2/6/2020 16:08,6.69,"6,308", , 
2/6/2020 16:13,6.69,"4,937", , 
2/6/2020 16:18,6.78,"5,970", , 
2/6/2020 16:23,6.82,"6,328", , 
2/6/2020 16:28,6.65,"3,817", , 
2/6/2020 16:33,6.48,"3,291", , 
2/6/2020 16:38,6.35,"3,489", , 
2/6/2020 16:43,6.26,"3,898", , 
2/6/2020 16:48,6.22,"4,686", , 
2/6/2020 16:53,6.3,"6,446", , 
2/6/2020 16:58,6.35,"6,241", , 
2/6/2020 17:03,6.3,"6,671", , 
2/6/2020 17:08,6.48,"9,580", , 
2/6/2020 17:13,6.43,"7,296", , 
2/6/2020 17:18,6.52,"8,763", , 
2/6/2020 17:23,6.52,"8,666", , 
2/6/2020 17:28,6.43,"5,970", , 
2/6/2020 17:33,6.3,"4,696", , 
2/6/2020 17:38,6.26,"4,398", , 
2/6/2020 17:43,6.26,"4,280", , 
2/6/2020 17:48,9.52,15, , 
