DateTimeHOBO_UTC,Temp_Inc,Light_Inc,,,
7/26/2020 2:13,16.21,0, , , 
7/26/2020 2:18,16,0, , , 
7/26/2020 2:23,15.87,0, , , 
7/26/2020 2:28,15.53,0, , , 
7/26/2020 2:33,15.48,0, , , 
7/26/2020 2:38,15.27,0, , , 
7/26/2020 2:43,15.1,0, , , 
7/26/2020 2:48,14.93,0, , , 
7/26/2020 2:53,14.84,0, , , 
7/26/2020 2:58,14.63,0, , , 
7/26/2020 3:03,14.67,0, , , 
7/26/2020 3:08,14.75,0, , , 
7/26/2020 3:13,14.8,0, , , 
7/26/2020 3:18,14.88,0, , , 
7/26/2020 3:23,14.93,0, , , 
7/26/2020 3:28,15.01,0, , , 
7/26/2020 3:33,15.06,0, , , 
7/26/2020 3:38,15.14,0, , , 
7/26/2020 3:43,15.18,0, , , 
7/26/2020 3:48,15.23,0, , , 
7/26/2020 3:53,15.27,0, , , 
7/26/2020 3:58,15.31,0, , , 
7/26/2020 4:03,15.36,0, , , 
7/26/2020 4:08,15.4,0, , , 
7/26/2020 4:13,15.48,0, , , 
7/26/2020 4:18,15.53,0, , , 
7/26/2020 4:23,15.57,0, , , 
7/26/2020 4:28,15.66,0, , , 
7/26/2020 4:33,15.7,0, , , 
7/26/2020 4:38,15.78,0, , , 
7/26/2020 4:43,15.78,0, , , 
7/26/2020 4:48,15.78,0, , , 
7/26/2020 4:53,15.87,0, , , 
7/26/2020 4:58,15.91,0, , , 
7/26/2020 5:03,15.91,0, , , 
7/26/2020 5:08,15.96,0, , , 
7/26/2020 5:13,15.96,0, , , 
7/26/2020 5:18,16,0, , , 
7/26/2020 5:23,16,0, , , 
7/26/2020 5:28,16.13,0, , , 
7/26/2020 5:33,16.08,0, , , 
7/26/2020 5:38,16.08,0, , , 
7/26/2020 5:43,16.17,0, , , 
7/26/2020 5:48,16.21,0, , , 
7/26/2020 5:53,16.26,0, , , 
7/26/2020 5:58,16.21,0, , , 
7/26/2020 6:03,15.91,0, , , 
7/26/2020 6:08,15.66,0, , , 
7/26/2020 6:13,15.4,0, , , 
7/26/2020 6:18,15.23,0, , , 
7/26/2020 6:23,15.01,0, , , 
7/26/2020 6:28,14.8,0, , , 
7/26/2020 6:33,14.63,0, , , 
7/26/2020 6:38,14.71,0, , , 
7/26/2020 6:43,14.75,0, , , 
7/26/2020 6:48,14.84,0, , , 
7/26/2020 6:53,14.88,0, , , 
7/26/2020 6:58,14.93,0, , , 
7/26/2020 7:03,14.97,0, , , 
7/26/2020 7:08,15.01,0, , , 
7/26/2020 7:13,15.1,0, , , 
7/26/2020 7:18,15.14,0, , , 
7/26/2020 7:23,15.23,0, , , 
7/26/2020 7:28,15.23,0, , , 
7/26/2020 7:33,15.27,0, , , 
7/26/2020 7:38,15.31,0, , , 
7/26/2020 7:43,15.4,0, , , 
7/26/2020 7:48,15.4,0, , , 
7/26/2020 7:53,15.4,0, , , 
7/26/2020 7:58,15.48,0, , , 
7/26/2020 8:03,15.48,0, , , 
7/26/2020 8:08,15.57,0, , , 
7/26/2020 8:13,15.57,0, , , 
7/26/2020 8:18,15.66,0, , , 
7/26/2020 8:23,15.66,0, , , 
7/26/2020 8:28,15.7,0, , , 
7/26/2020 8:33,15.74,0, , , 
7/26/2020 8:38,15.74,0, , , 
7/26/2020 8:43,15.83,0, , , 
